timestamp,RV
6/2/2022 16:00,0.0121
6/3/2022 16:00,0.0121
6/6/2022 16:00,0.0121
6/7/2022 16:00,0.0121
6/8/2022 16:00,0.0121
6/9/2022 16:00,0.0121
6/10/2022 16:00,0.0121
6/13/2022 16:00,0.0121
6/14/2022 16:00,0.0121
6/15/2022 16:00,0.0121
6/16/2022 16:00,0.0121
6/17/2022 16:00,0.0121
6/20/2022 16:00,0.0121
6/21/2022 16:00,0.0121
6/22/2022 16:00,0.0121
6/23/2022 16:00,0.0121
6/24/2022 16:00,0.0121
6/27/2022 16:00,0.0121
6/28/2022 16:00,0.0121
6/29/2022 16:00,0.0121
6/30/2022 16:00,0.0121
7/1/2022 16:00,0.0121
7/4/2022 16:00,0.0121
7/5/2022 16:00,0.0121
7/6/2022 16:00,0.0121
7/7/2022 16:00,0.0121
7/8/2022 16:00,0.0121
7/11/2022 16:00,0.0121
7/12/2022 16:00,0.0121
7/13/2022 16:00,0.0121
7/14/2022 16:00,0.0121
7/15/2022 16:00,0.0121
7/18/2022 16:00,0.0121
7/19/2022 16:00,0.0121
7/20/2022 16:00,0.0121
7/21/2022 16:00,0.0121
7/22/2022 16:00,0.0121
7/25/2022 16:00,0.0121
7/26/2022 16:00,0.0121
7/27/2022 16:00,0.0121
7/28/2022 16:00,0.0121
7/29/2022 16:00,0.0121
8/1/2022 16:00,0.0121
8/2/2022 16:00,0.0121
8/3/2022 16:00,0.0121
8/4/2022 16:00,0.0121
8/5/2022 16:00,0.0121
8/8/2022 16:00,0.0121
8/9/2022 16:00,0.0121
8/10/2022 16:00,0.0121
8/11/2022 16:00,0.0121
8/12/2022 16:00,0.0121
8/15/2022 16:00,0.0121
8/16/2022 16:00,0.0121
8/17/2022 16:00,0.0121
8/18/2022 16:00,0.0121
8/19/2022 16:00,0.0121
8/22/2022 16:00,0.0121
8/23/2022 16:00,0.0121
8/24/2022 16:00,0.0121
8/25/2022 16:00,0.0121
8/26/2022 16:00,0.0121
8/29/2022 16:00,0.0121
8/30/2022 16:00,0.0121
8/31/2022 16:00,0.0121
9/1/2022 16:00,0.0121
9/2/2022 16:00,0.0121
9/5/2022 16:00,0.0121
9/6/2022 16:00,0.0121
9/7/2022 16:00,0.0121
9/8/2022 16:00,0.0121
9/9/2022 16:00,0.0121
9/12/2022 16:00,0.0121
9/13/2022 16:00,0.0121
9/14/2022 16:00,0.0121
9/15/2022 16:00,0.0121
9/16/2022 16:00,0.0121
9/19/2022 16:00,0.0121
9/20/2022 16:00,0.0121
9/21/2022 16:00,0.0121
9/22/2022 16:00,0.0121
9/23/2022 16:00,0.0121
9/26/2022 16:00,0.0121
9/27/2022 16:00,0.0121
9/28/2022 16:00,0.0121
9/29/2022 16:00,0.0121
9/30/2022 16:00,0.0121
10/3/2022 16:00,0.0121
10/4/2022 16:00,0.0121
10/5/2022 16:00,0.0121
10/6/2022 16:00,0.0121
10/7/2022 16:00,0.0121
10/10/2022 16:00,0.0121
10/11/2022 16:00,0.0121
10/12/2022 16:00,0.0121
10/13/2022 16:00,0.0121
10/14/2022 16:00,0.0121
10/17/2022 16:00,0.0121
10/18/2022 16:00,0.0121
10/19/2022 16:00,0.0121
10/20/2022 16:00,0.0121
10/21/2022 16:00,0.0121
10/24/2022 16:00,0.0121
10/25/2022 16:00,0.0121
10/26/2022 16:00,0.0121
10/27/2022 16:00,0.0121
10/28/2022 16:00,0.0121
10/31/2022 16:00,0.0121
11/1/2022 16:00,0.0121
11/2/2022 16:00,0.0121
11/3/2022 16:00,0.0121
11/4/2022 16:00,0.0121
11/7/2022 16:00,0.0121
11/8/2022 16:00,0.0121
11/9/2022 16:00,0.0121
11/10/2022 16:00,0.0121
11/11/2022 16:00,0.0121
11/14/2022 16:00,0.0121
11/15/2022 16:00,0.0121
11/16/2022 16:00,0.0121
11/17/2022 16:00,0.0121
11/18/2022 16:00,0.0121
11/21/2022 16:00,0.0121
11/22/2022 16:00,0.0121
11/23/2022 16:00,0.0121
11/24/2022 16:00,0.0121
11/25/2022 16:00,0.0121
11/28/2022 16:00,0.0121
11/29/2022 16:00,0.0121
11/30/2022 16:00,0.0121
12/1/2022 16:00,0.0121
12/2/2022 16:00,0.0121
12/5/2022 16:00,0.0121
12/6/2022 16:00,0.0121
12/7/2022 16:00,0.0121
12/8/2022 16:00,0.0121
12/9/2022 16:00,0.0121
